"phase title","phase see","pattern title","pattern see","rule title","rule context","generate context test","let name","let value","assert test","assert description","assert severity","notes"
"","","","","","","","","","auc:AnnualWaterCostSavings","","ERROR",""
"","","","","","","","","","auc:EquipmentDisposalAndSalvageCosts","","ERROR",""
"","","","","","","","","","auc:SimplePayback","","ERROR",""
"","","","","","","","","","auc:InternalRateOfReturn","","ERROR",""
"","","","","","","","","","auc:ImplementationPeriodCostSavings","","ERROR",""
"","","","","","","","","","auc:ProjectMarkup","","ERROR",""
"","","","","","","","","","auc:FundingFromIncentives","","ERROR",""
"","","","","","","","","","auc:FundingFromTaxCredits","","ERROR",""
"","","","","","","","","","auc:OtherFinancialIncentives","","ERROR",""
"","","","","","","","","","auc:RecurringIncentives","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Reports/auc:Report/auc:Scenarios/auc:Scenario/auc:ScenarioType/auc:PackageOfMeasures/auc:AnnualSavingsByFuels/auc:AnnualSavingsByFuel","true","","","auc:EnergyResource","","ERROR",""
"","","","","","","","","","auc:AnnualSavingsNativeUnits","","ERROR",""
"","","","","","","","","","auc:ResourceUnits","","ERROR",""
"Section Systems","","Section System Requirements","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Manufactured home""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Single family""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Multifamily""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Multifamily with commercial""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Multifamily individual unit""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Public housing""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Residential""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Health care-Pharmacy""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Health care-Skilled nursing facility""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","","","","","//auc:LaundrySystems/auc:LaundrySystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LaundrySystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Health care-Residential treatment center""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Health care-Inpatient hospital""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is required","ERROR",""
"","","","","","","","","","//auc:CookingSystems/auc:CookingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:CookingSystem is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","","","","","//auc:LaundrySystems/auc:LaundrySystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LaundrySystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Health care-Outpatient rehabilitation""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Health care-Diagnostic center""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:RefrigerationSystems/auc:RefrigerationSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:RefrigerationSystem is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Health care-Outpatient facility""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
